region,lag,days_to_predict,train_last_date,avg_mae,avg_mse,mae_tot_pos,mse_tot_pos,mae_deaths,mse_deaths,mae_recovered,mse_recovered
Campania,13,28,20200630,13.33763440860215,2025.0709677419356,26.780645161290323,4995.18064516129,0.2967741935483871,0.6193548387096774,12.935483870967742,1079.4129032258065
Campania,13,29,20200630,14.143162393162394,2245.0705128205127,28.628205128205128,5599.217948717948,0.3141025641025641,0.6730769230769231,13.487179487179487,1135.320512820513
Campania,13,30,20200630,14.963906581740977,2481.566878980892,30.547770700636942,6257.1847133757965,0.33121019108280253,0.7261146496815286,14.012738853503185,1186.7898089171974
Campania,14,5,20200630,0.98989898989899,63.0,1.9090909090909087,134.66666666666666,0.03787878787878788,0.03787878787878788,1.0227272727272727,54.29545454545455
Campania,14,6,20200630,1.4561403508771928,108.4436090225564,2.736842105263158,227.96992481203011,0.045112781954887216,0.045112781954887216,1.5864661654135341,97.31578947368419
Campania,14,7,20200630,1.9950248756218905,172.61691542288554,3.7686567164179103,374.6343283582089,0.05223880597014925,0.05223880597014925,2.164179104477612,143.16417910447763
Campania,14,8,20200630,2.5358024691358025,238.0320987654321,4.8,523.3333333333334,0.05925925925925926,0.05925925925925926,2.748148148148148,190.7037037037037
Campania,14,9,20200630,3.0882352941176467,306.95588235294116,5.845588235294117,678.375,0.0661764705882353,0.0661764705882353,3.3529411764705883,242.42647058823533
Campania,14,10,20200630,3.6593673965936735,381.69343065693437,6.927007299270072,846.5328467153283,0.072992700729927,0.072992700729927,3.9781021897810223,298.4744525547445
Campania,14,11,20200630,4.236714975845412,459.8985507246377,8.03623188405797,1025.9057971014493,0.07971014492753623,0.07971014492753623,4.594202898550725,353.71014492753625
Campania,14,12,20200630,4.820143884892087,541.6690647482015,9.172661870503598,1216.769784172662,0.08633093525179858,0.08633093525179858,5.201438848920863,408.1510791366906
Campania,14,13,20200630,5.414285714285715,627.5761904761904,10.32857142857143,1416.942857142857,0.09285714285714286,0.09285714285714286,5.821428571428571,465.6928571428571
Campania,14,14,20200630,6.023640661938534,719.7635933806148,11.52482269503546,1634.1347517730496,0.09929078014184398,0.09929078014184398,6.446808510638298,525.0567375886525
Campania,14,15,20200630,6.617370892018779,808.5422535211268,12.690140845070422,1843.2535211267605,0.1056338028169014,0.1056338028169014,7.056338028169014,582.2676056338029
Campania,14,16,20200630,7.214452214452215,900.6829836829837,13.881118881118882,2064.5524475524476,0.11188811188811189,0.11188811188811189,7.65034965034965,637.3846153846154
Campania,14,17,20200630,7.8055555555555545,992.824074074074,15.069444444444445,2287.8888888888887,0.11805555555555555,0.11805555555555555,8.229166666666666,690.4652777777778
Campania,14,18,20200630,8.450574712643679,1103.2505747126436,16.36551724137931,2556.310344827586,0.1310344827586207,0.14482758620689656,8.855172413793104,753.2965517241379
Campania,14,19,20200630,9.15525114155251,1237.4246575342465,17.794520547945204,2885.5479452054797,0.14383561643835616,0.17123287671232876,9.527397260273972,826.554794520548
Campania,14,20,20200630,9.91609977324263,1395.0589569160995,19.333333333333332,3270.925170068027,0.1564625850340136,0.19727891156462585,10.258503401360544,914.0544217687075
Campania,14,21,20200630,10.66891891891892,1552.8355855855855,20.87162162162162,3661.0472972972975,0.16891891891891891,0.22297297297297297,10.966216216216216,997.2364864864865
Campania,14,22,20200630,11.41834451901566,1711.3288590604027,22.409395973154364,4055.9395973154365,0.18791946308724833,0.28187919463087246,11.657718120805368,1077.765100671141
Campania,14,23,20200630,12.21111111111111,1893.5622222222225,24.066666666666666,4518.506666666667,0.20666666666666667,0.34,12.36,1161.84
Campania,14,24,20200630,13.033112582781458,2094.878587196468,25.814569536423843,5037.880794701987,0.2251655629139073,0.3973509933774834,13.059602649006623,1246.3576158940398
Campania,14,25,20200630,13.855263157894735,2299.9166666666665,27.57236842105263,5569.5328947368425,0.24342105263157895,0.45394736842105265,13.75,1329.7631578947369
Campania,14,26,20200630,14.666666666666666,2510.335511982571,29.372549019607842,6133.18954248366,0.26143790849673204,0.5098039215686274,14.366013071895425,1397.3071895424837
Campania,14,27,20200630,15.5,2736.3831168831166,31.233766233766232,6741.779220779221,0.2792207792207792,0.564935064935065,14.987012987012987,1466.8051948051948
Campania,14,28,20200630,16.356989247311827,2980.860215053763,33.16774193548387,7405.129032258064,0.2967741935483871,0.6193548387096774,15.606451612903227,1536.832258064516
Campania,14,29,20200630,17.267094017094013,3265.4978632478633,35.26282051282051,8188.429487179487,0.3141025641025641,0.6730769230769231,16.224358974358974,1607.3910256410256
Campania,14,30,20200630,18.18895966029724,3568.0488322717624,37.42675159235669,9031.974522292994,0.33121019108280253,0.7261146496815286,16.808917197452228,1671.4458598726114
Emilia-Romagna,5,5,20200630,0.8282828282828283,36.02525252525253,1.2196969696969695,69.87121212121212,0.25,1.6893939393939394,1.0151515151515151,36.51515151515152
Emilia-Romagna,5,6,20200630,1.1578947368421053,57.82456140350878,1.8195488721804511,118.67669172932331,0.2932330827067669,1.947368421052632,1.3609022556390975,52.84962406015038
Emilia-Romagna,5,7,20200630,1.6691542288557215,112.93781094527365,2.7611940298507465,240.0597014925373,0.3208955223880597,2.0522388059701493,1.9253731343283584,96.70149253731344
Emilia-Romagna,5,8,20200630,2.1753086419753083,169.32098765432102,3.7259259259259268,369.31111111111113,0.34074074074074073,2.103703703703704,2.4592592592592597,136.54814814814816
Emilia-Romagna,5,9,20200630,2.708333333333333,237.97303921568627,4.838235294117646,543.25,0.35294117647058826,2.117647058823529,2.9338235294117645,168.55147058823533
Emilia-Romagna,5,10,20200630,3.267639902676399,312.9318734793187,5.9635036496350375,723.817518248175,0.35036496350364965,2.102189781021898,3.489051094890511,212.87591240875912
Emilia-Romagna,5,11,20200630,4.021739130434782,450.5338164251208,7.492753623188406,1059.7971014492753,0.355072463768116,2.0942028985507246,4.217391304347826,289.71014492753625
Emilia-Romagna,5,12,20200630,4.776978417266187,596.0191846522781,9.100719424460431,1436.0647482014385,0.3741007194244605,2.143884892086331,4.856115107913669,349.84892086330933
Emilia-Romagna,5,13,20200630,5.745238095238094,840.8166666666667,11.2,2081.5857142857144,0.4071428571428571,2.307142857142857,5.628571428571429,438.5571428571429
Emilia-Romagna,5,14,20200630,6.810874704491726,1126.631205673759,13.411347517730494,2806.744680851064,0.4539007092198582,2.6382978723404253,6.567375886524823,570.5106382978722
Emilia-Romagna,5,15,20200630,7.913145539906104,1429.3967136150234,15.640845070422536,3553.8802816901407,0.5,2.964788732394366,7.598591549295775,731.3450704225352
Emilia-Romagna,5,16,20200630,8.955710955710956,1702.839160839161,17.748251748251747,4231.748251748252,0.5594405594405595,3.5104895104895104,8.55944055944056,873.2587412587412
Emilia-Romagna,5,17,20200630,10.106481481481481,2042.648148148148,20.104166666666668,5087.423611111111,0.6319444444444444,4.326388888888889,9.583333333333334,1036.1944444444443
Emilia-Romagna,5,18,20200630,11.342528735632184,2444.6758620689657,22.66896551724138,6112.089655172414,0.7034482758620689,5.13103448275862,10.655172413793103,1216.806896551724
Emilia-Romagna,5,19,20200630,12.595890410958903,2871.230593607306,25.32191780821918,7221.595890410959,0.7808219178082192,6.082191780821918,11.684931506849315,1386.013698630137
Emilia-Romagna,5,20,20200630,13.936507936507937,3366.7120181405894,28.17687074829932,8519.578231292517,0.8707482993197279,7.374149659863946,12.761904761904763,1573.1836734693877
Emilia-Romagna,5,21,20200630,15.405405405405405,3967.2747747747744,31.2972972972973,10084.31081081081,0.9527027027027027,8.466216216216216,13.966216216216216,1809.0472972972973
Emilia-Romagna,5,22,20200630,16.88143176733781,4571.6420581655475,34.38255033557047,11634.624161073825,1.0335570469798658,9.543624161073826,15.228187919463087,2070.758389261745
Emilia-Romagna,5,23,20200630,18.435555555555556,5266.795555555555,37.71333333333333,13458.1,1.1133333333333333,10.606666666666667,16.48,2331.68
Emilia-Romagna,5,24,20200630,20.019867549668877,6008.050772626932,41.158940397350996,15430.986754966887,1.205298013245033,12.026490066225165,17.695364238410598,2581.139072847682
Emilia-Romagna,5,25,20200630,21.642543859649123,6828.125,44.81578947368421,17674.263157894737,1.2960526315789473,13.427631578947368,18.81578947368421,2796.684210526316
Emilia-Romagna,5,26,20200630,23.311546840958602,7704.3703703703695,48.57516339869281,20071.16339869281,1.392156862745098,15.013071895424837,19.96732026143791,3026.9346405228757
Emilia-Romagna,5,27,20200630,25.12987012987013,8766.320346320346,52.714285714285715,22996.64935064935,1.4935064935064934,16.792207792207794,21.181818181818183,3285.5194805194806
Emilia-Romagna,5,28,20200630,26.948387096774194,9831.064516129032,56.825806451612905,25919.89677419355,1.6064516129032258,19.01290322580645,22.412903225806453,3554.283870967742
Emilia-Romagna,5,29,20200630,28.826923076923077,10975.754273504273,61.06410256410256,29058.384615384617,1.7243589743589745,21.455128205128204,23.692307692307693,3847.423076923077
Emilia-Romagna,5,30,20200630,30.61783439490446,12033.64543524416,65.11464968152866,31967.624203821655,1.8471337579617835,24.127388535031848,24.89171974522293,4109.1847133757965
Emilia-Romagna,6,5,20200630,1.1590909090909092,71.1590909090909,1.7575757575757576,131.63636363636363,0.18181818181818185,0.9090909090909092,1.5378787878787878,80.93181818181819
Emilia-Romagna,6,6,20200630,1.6015037593984962,111.81203007518799,2.556390977443609,218.34586466165413,0.20300751879699247,0.9699248120300752,2.045112781954887,116.12030075187971
Emilia-Romagna,6,7,20200630,2.236318407960199,199.04228855721396,3.7313432835820897,407.76119402985074,0.20895522388059698,0.9701492537313432,2.7686567164179103,188.3955223880597
Emilia-Romagna,6,8,20200630,2.8888888888888893,293.61975308641973,4.962962962962963,618.8148148148148,0.2148148148148148,0.9703703703703704,3.488888888888889,261.0740740740741
Emilia-Romagna,6,9,20200630,3.580882352941176,407.781862745098,6.375,899.625,0.22058823529411764,0.9705882352941176,4.147058823529412,322.75
Emilia-Romagna,6,10,20200630,4.313868613138685,532.4306569343065,7.8102189781021885,1193.85401459854,0.24087591240875916,1.0291970802919708,4.890510948905108,402.4087591240876
Emilia-Romagna,6,11,20200630,5.265700483091787,746.144927536232,9.702898550724637,1709.5579710144928,0.2753623188405797,1.2028985507246377,5.818840579710145,527.6739130434784
Emilia-Romagna,6,12,20200630,6.22062350119904,970.5947242206237,11.676258992805755,2277.517985611511,0.3237410071942446,1.5467625899280577,6.661870503597123,632.7194244604317
Emilia-Romagna,6,13,20200630,7.397619047619048,1325.5595238095239,14.185714285714285,3202.457142857143,0.37857142857142856,1.9928571428571429,7.628571428571429,772.2285714285713
Emilia-Romagna,6,14,20200630,8.671394799054374,1730.9219858156027,16.80851063829787,4225.531914893617,0.44680851063829785,2.6879432624113475,8.75886524822695,964.54609929078
Emilia-Romagna,6,15,20200630,10.0,2172.3098591549297,19.507042253521128,5322.5352112676055,0.5140845070422535,3.3732394366197185,9.97887323943662,1191.0211267605634
Emilia-Romagna,6,16,20200630,11.258741258741258,2572.7319347319344,22.062937062937063,6321.853146853146,0.5944055944055944,4.356643356643357,11.118881118881118,1391.986013986014
Emilia-Romagna,6,17,20200630,12.645833333333334,3071.7106481481483,24.930555555555557,7592.013888888889,0.6875,5.6875,12.319444444444445,1617.4305555555557
Emilia-Romagna,6,18,20200630,14.10344827586207,3637.0137931034483,27.979310344827585,9043.71724137931,0.7724137931034483,6.813793103448276,13.558620689655172,1860.510344827586
Emilia-Romagna,6,19,20200630,15.602739726027396,4258.607305936072,31.198630136986303,10680.431506849314,0.863013698630137,8.10958904109589,14.746575342465754,2087.280821917808
Emilia-Romagna,6,20,20200630,17.170068027210885,4948.53514739229,34.57823129251701,12504.265306122448,0.9591836734693877,9.585034013605442,15.97278911564626,2331.7551020408164
Emilia-Romagna,6,21,20200630,18.896396396396398,5801.004504504504,38.32432432432432,14763.837837837838,1.0472972972972974,10.844594594594595,17.31756756756757,2628.3310810810813
Emilia-Romagna,6,22,20200630,20.599552572706937,6629.870246085011,41.966442953020135,16930.261744966443,1.1275167785234899,11.906040268456376,18.70469798657718,2947.442953020134
Emilia-Romagna,6,23,20200630,22.39777777777778,7595.38,45.92666666666667,19514.033333333333,1.2,12.786666666666667,20.066666666666666,3259.32
Emilia-Romagna,6,24,20200630,24.187637969094922,8574.443708609271,49.90728476821192,22157.046357615895,1.2781456953642385,13.821192052980132,21.37748344370861,3552.46357615894
Emilia-Romagna,6,25,20200630,26.030701754385962,9672.82456140351,54.1578947368421,25198.223684210527,1.3486842105263157,14.677631578947368,22.585526315789473,3805.5723684210525
Emilia-Romagna,6,26,20200630,27.873638344226578,10779.642701525054,58.3921568627451,28254.470588235294,1.4183006535947713,15.522875816993464,23.81045751633987,4068.9346405228757
Emilia-Romagna,6,27,20200630,29.87012987012987,12111.419913419913,63.03896103896104,31961.103896103898,1.4870129870129871,16.357142857142858,25.084415584415584,4356.798701298701
Emilia-Romagna,6,28,20200630,31.81290322580645,13370.660215053764,67.50967741935484,35442.23225806452,1.5612903225806452,17.34193548387097,26.36774193548387,4652.406451612903
Emilia-Romagna,6,29,20200630,33.81837606837607,14722.446581196584,72.11538461538461,39175.269230769234,1.641025641025641,18.487179487179485,27.69871794871795,4973.583333333333
Emilia-Romagna,6,30,20200630,35.67515923566879,15891.976645435245,76.35668789808918,42394.8152866242,1.7197452229299364,19.61783439490446,28.94904458598726,5261.496815286624
Emilia-Romagna,7,5,20200630,1.2575757575757576,87.73232323232322,1.7272727272727273,139.6969696969697,0.18181818181818185,0.9090909090909092,1.8636363636363635,122.5909090909091
Emilia-Romagna,7,6,20200630,1.791979949874687,145.61152882205513,2.631578947368421,250.55639097744358,0.20300751879699247,0.9699248120300752,2.5413533834586466,185.3082706766917
Emilia-Romagna,7,7,20200630,2.492537313432836,249.37313432835828,3.8656716417910446,459.31343283582083,0.20895522388059698,0.9701492537313432,3.4029850746268657,287.8358208955224
Emilia-Romagna,7,8,20200630,3.2148148148148152,362.8,5.177777777777779,698.5851851851852,0.2148148148148148,0.9703703703703704,4.251851851851852,388.8444444444444
Emilia-Romagna,7,9,20200630,3.992647058823529,501.203431372549,6.6838235294117645,1017.7132352941176,0.22058823529411764,0.9705882352941176,5.073529411764706,484.9264705882353
Emilia-Romagna,7,10,20200630,4.8223844282238435,656.8905109489051,8.248175182481752,1366.7883211678834,0.24087591240875916,1.0291970802919708,5.978102189781022,602.8540145985403
Emilia-Romagna,7,11,20200630,5.862318840579711,907.1473429951691,10.253623188405797,1945.4710144927533,0.26811594202898553,1.1376811594202898,7.065217391304348,774.8333333333335
Emilia-Romagna,7,12,20200630,6.940047961630696,1186.6091127098325,12.417266187050359,2627.3093525179856,0.30935251798561153,1.3884892086330936,8.093525179856115,931.1294964028776
Emilia-Romagna,7,13,20200630,8.245238095238093,1609.797619047619,15.107142857142858,3689.407142857143,0.35714285714285715,1.7285714285714286,9.271428571428572,1138.2571428571428
Emilia-Romagna,7,14,20200630,9.659574468085106,2101.404255319149,17.95744680851064,4896.496453900711,0.4184397163120567,2.2907801418439715,10.602836879432623,1405.4255319148936
Emilia-Romagna,7,15,20200630,11.115023474178406,2622.307511737089,20.845070422535212,6152.042253521126,0.4788732394366197,2.8450704225352115,12.02112676056338,1712.0352112676057
Emilia-Romagna,7,16,20200630,12.529137529137529,3123.200466200466,23.67132867132867,7372.132867132867,0.5454545454545454,3.5244755244755246,13.37062937062937,1993.944055944056
Emilia-Romagna,7,17,20200630,14.05324074074074,3716.8449074074074,26.756944444444443,8841.9375,0.625,4.5,14.777777777777779,2304.097222222222
Emilia-Romagna,7,18,20200630,15.675862068965516,4411.822988505747,30.110344827586207,10595.917241379311,0.696551724137931,5.303448275862069,16.220689655172414,2634.248275862069
Emilia-Romagna,7,19,20200630,17.317351598173516,5145.865296803653,33.56849315068493,12483.787671232876,0.7671232876712328,6.095890410958904,17.616438356164384,2947.7123287671234
Emilia-Romagna,7,20,20200630,19.068027210884352,6000.823129251701,37.30612244897959,14711.034013605442,0.8435374149659864,7.034013605442177,19.05442176870748,3284.401360544218
Emilia-Romagna,7,21,20200630,20.94144144144144,6994.063063063065,41.310810810810814,17293.391891891893,0.9054054054054054,7.662162162162162,20.60810810810811,3681.135135135135
Emilia-Romagna,7,22,20200630,22.83668903803132,8021.158836689036,45.348993288590606,19952.154362416106,0.959731543624161,8.154362416107382,22.201342281879196,4103.167785234899
Emilia-Romagna,7,23,20200630,24.795555555555556,9157.324444444444,49.61333333333334,22947.306666666667,1.0066666666666666,8.526666666666667,23.766666666666666,4516.14
Emilia-Romagna,7,24,20200630,26.805739514348783,10394.165562913908,54.079470198675494,26266.701986754968,1.0596026490066226,9.006622516556291,25.278145695364238,4906.788079470199
Emilia-Romagna,7,25,20200630,28.833333333333332,11715.767543859649,58.723684210526315,29893.894736842107,1.105263157894737,9.368421052631579,26.67105263157895,5244.039473684211
Emilia-Romagna,7,26,20200630,30.932461873638342,13163.694989106754,63.57516339869281,33891.98039215686,1.1503267973856208,9.72549019607843,28.0718954248366,5589.3790849673205
Emilia-Romagna,7,27,20200630,33.15151515151515,14814.502164502164,68.74675324675324,38474.5,1.1948051948051948,10.077922077922079,29.51298701298701,5958.928571428572
Emilia-Romagna,7,28,20200630,35.40215053763441,16540.021505376342,74.01290322580645,43279.34193548387,1.2451612903225806,10.535483870967742,30.948387096774194,6330.187096774193
Emilia-Romagna,7,29,20200630,37.67094017094018,18311.017094017094,79.31410256410257,48205.76282051282,1.294871794871795,10.987179487179487,32.40384615384615,6716.301282051282
Emilia-Romagna,7,30,20200630,39.89384288747346,20064.751592356686,84.57961783439491,53126.97452229299,1.3439490445859872,11.433121019108281,33.75796178343949,7055.847133757962
Emilia-Romagna,8,5,20200630,1.2727272727272727,90.0,1.6969696969696968,135.56060606060606,0.18181818181818185,0.9090909090909092,1.9393939393939397,133.53030303030303
Emilia-Romagna,8,6,20200630,1.8270676691729324,151.82706766917298,2.609022556390977,248.2932330827068,0.20300751879699247,0.9699248120300752,2.6691729323308264,206.218045112782
Emilia-Romagna,8,7,20200630,2.554726368159204,262.7089552238806,3.8582089552238807,462.11194029850753,0.20895522388059698,0.9701492537313432,3.5970149253731343,325.0447761194029
Emilia-Romagna,8,8,20200630,3.2962962962962963,381.75061728395065,5.177777777777779,704.0518518518518,0.2074074074074074,0.9629629629629628,4.503703703703704,440.23703703703706
Emilia-Romagna,8,9,20200630,4.0931372549019605,524.1225490196078,6.6838235294117645,1023.1397058823527,0.22058823529411764,0.9852941176470588,5.375,548.2426470588234
Emilia-Romagna,8,10,20200630,4.951338199513383,687.6666666666665,8.262773722627736,1378.6569343065696,0.24817518248175185,1.094890510948905,6.343065693430657,683.2481751824818
Emilia-Romagna,8,11,20200630,6.024154589371982,948.2898550724636,10.282608695652174,1965.543478260869,0.2898550724637681,1.3478260869565215,7.5,877.9782608695652
Emilia-Romagna,8,12,20200630,7.134292565947241,1237.9496402877694,12.460431654676261,2656.2158273381297,0.34532374100719426,1.7985611510791366,8.597122302158274,1055.8345323741007
Emilia-Romagna,8,13,20200630,8.480952380952381,1677.6904761904761,15.178571428571427,3740.45,0.4142857142857143,2.5,9.85,1290.1214285714286
Emilia-Romagna,8,14,20200630,9.945626477541369,2193.3877068557917,18.070921985815602,4982.921985815603,0.4964539007092199,3.5035460992907796,11.269503546099289,1593.7375886524826
Emilia-Romagna,8,15,20200630,11.450704225352112,2739.2676056338028,21.0,6274.281690140845,0.5774647887323944,4.492957746478873,12.774647887323944,1939.0281690140846
Emilia-Romagna,8,16,20200630,12.913752913752914,3264.2937062937067,23.867132867132867,7529.433566433567,0.6643356643356644,5.643356643356643,14.20979020979021,2257.804195804196
Emilia-Romagna,8,17,20200630,14.49074074074074,3886.8796296296296,27.0,9043.986111111111,0.7638888888888888,7.166666666666667,15.708333333333334,2609.4861111111113
Emilia-Romagna,8,18,20200630,16.170114942528738,4615.83908045977,30.406896551724138,10853.620689655172,0.8551724137931035,8.46896551724138,17.248275862068965,2985.4275862068966
Emilia-Romagna,8,19,20200630,17.8675799086758,5383.92694063927,33.917808219178085,12798.794520547945,0.9452054794520548,9.753424657534246,18.73972602739726,3343.2328767123286
Emilia-Romagna,8,20,20200630,19.67800453514739,6278.625850340136,37.714285714285715,15095.836734693878,1.0408163265306123,11.217687074829932,20.27891156462585,3728.8231292517007
Emilia-Romagna,8,21,20200630,21.614864864864867,7318.466216216217,41.78378378378378,17761.405405405407,1.1216216216216217,12.283783783783784,21.93918918918919,4181.709459459459
Emilia-Romagna,8,22,20200630,23.579418344519016,8399.87472035794,45.899328859060404,20521.56375838926,1.1946308724832215,13.167785234899329,23.644295302013422,4664.892617449665
Emilia-Romagna,8,23,20200630,25.608888888888888,9594.875555555554,50.24666666666667,23632.78,1.26,13.886666666666667,25.32,5137.96
Emilia-Romagna,8,24,20200630,27.690949227373068,10894.883002207505,54.80132450331126,27083.185430463574,1.3311258278145695,14.748344370860927,26.94039735099338,5586.715231788079
Emilia-Romagna,8,25,20200630,29.791666666666668,12280.953947368422,59.5328947368421,30846.29605263158,1.394736842105263,15.447368421052632,28.44736842105263,5981.118421052632
Emilia-Romagna,8,26,20200630,31.962962962962962,13795.339869281044,64.47058823529412,34986.02614379085,1.457516339869281,16.137254901960784,29.96078431372549,6383.856209150327
Emilia-Romagna,8,27,20200630,34.253246753246756,15516.058441558444,69.72727272727273,39719.07792207792,1.5194805194805194,16.818181818181817,31.51298701298701,6812.279220779221
Emilia-Romagna,8,28,20200630,36.5763440860215,17316.137634408602,75.08387096774193,44688.632258064514,1.5870967741935484,17.638709677419357,33.05806451612903,7242.141935483871
Emilia-Romagna,8,29,20200630,38.92094017094018,19167.352564102563,80.48076923076923,49792.480769230766,1.6538461538461537,18.44871794871795,34.62820512820513,7691.128205128205
Emilia-Romagna,8,30,20200630,41.21868365180467,20999.52016985138,85.8407643312102,54889.87898089172,1.7197452229299364,19.248407643312103,36.095541401273884,8089.4331210191085
Emilia-Romagna,9,5,20200630,1.3055555555555556,93.63383838383837,1.7348484848484849,143.41666666666666,0.2272727272727273,1.393939393939394,1.9545454545454544,136.0909090909091
Emilia-Romagna,9,6,20200630,1.8796992481203008,159.11779448621553,2.6842105263157894,265.5263157894737,0.2631578947368421,1.5714285714285714,2.6917293233082713,210.25563909774442
Emilia-Romagna,9,7,20200630,2.626865671641791,274.8905472636816,3.970149253731343,492.089552238806,0.2835820895522388,1.6268656716417909,3.626865671641791,330.9552238805971
Emilia-Romagna,9,8,20200630,3.3925925925925924,400.88888888888886,5.340740740740742,753.0444444444445,0.2962962962962963,1.6444444444444444,4.54074074074074,447.97777777777776
Emilia-Romagna,9,9,20200630,4.200980392156863,548.9264705882351,6.882352941176472,1087.3970588235297,0.3014705882352941,1.6397058823529411,5.419117647058823,557.7426470588234
Emilia-Romagna,9,10,20200630,5.068126520681265,719.5255474452555,8.503649635036496,1462.2408759124087,0.30656934306569344,1.635036496350365,6.3941605839416065,694.7007299270073
Emilia-Romagna,9,11,20200630,6.1473429951690814,989.0507246376812,10.565217391304348,2073.7391304347825,0.3188405797101449,1.6521739130434785,7.557971014492754,891.7608695652175
Emilia-Romagna,9,12,20200630,7.261390887290168,1288.148681055156,12.784172661870505,2790.9136690647483,0.3381294964028777,1.7050359712230216,8.661870503597122,1071.8273381294964
Emilia-Romagna,9,13,20200630,8.609523809523811,1737.647619047619,15.535714285714285,3902.4357142857134,0.37142857142857133,1.8714285714285717,9.92142857142857,1308.6357142857146
Emilia-Romagna,9,14,20200630,10.078014184397164,2266.744680851064,18.46808510638298,5180.014184397163,0.4113475177304965,2.1134751773049647,11.354609929078016,1618.106382978723
Emilia-Romagna,9,15,20200630,11.586854460093896,2826.286384976526,21.43661971830986,6506.915492957746,0.4507042253521127,2.352112676056338,12.873239436619718,1969.5915492957747
Emilia-Romagna,9,16,20200630,13.055944055944055,3366.6456876456873,24.34965034965035,7802.979020979021,0.4965034965034965,2.6783216783216783,14.321678321678322,2294.27972027972
Emilia-Romagna,9,17,20200630,14.631944444444443,4002.493055555555,27.520833333333332,9355.465277777777,0.5486111111111112,3.1041666666666665,15.82638888888889,2648.909722222222
Emilia-Romagna,9,18,20200630,16.310344827586206,4745.873563218392,30.96551724137931,11206.31724137931,0.593103448275862,3.420689655172414,17.372413793103448,3027.88275862069
Emilia-Romagna,9,19,20200630,18.004566210045663,5526.264840182649,34.50684931506849,13186.438356164384,0.636986301369863,3.732876712328767,18.86986301369863,3388.623287671233
Emilia-Romagna,9,20,20200630,19.80952380952381,6433.11111111111,38.333333333333336,15521.285714285714,0.6870748299319728,4.142857142857143,20.408163265306122,3773.904761904762
Emilia-Romagna,9,21,20200630,21.738738738738743,7483.175675675676,42.42567567567568,18218.682432432433,0.722972972972973,4.358108108108108,22.06756756756757,4226.486486486487
Emilia-Romagna,9,22,20200630,23.695749440715883,8574.970917225952,46.56375838926174,21011.046979865772,0.7516778523489933,4.496644295302014,23.77181208053691,4709.3691275167785
Emilia-Romagna,9,23,20200630,25.715555555555557,9777.897777777778,50.92666666666667,24146.98,0.7733333333333333,4.573333333333333,25.446666666666665,5182.14
Emilia-Romagna,9,24,20200630,27.788079470198678,11086.225165562913,55.496688741721854,27623.364238410595,0.8013245033112583,4.708609271523179,27.066225165562916,5630.602649006622
Emilia-Romagna,9,25,20200630,29.877192982456137,12477.605263157895,60.23684210526316,31403.315789473683,0.8223684210526315,4.782894736842105,28.57236842105263,6024.7171052631575
Emilia-Romagna,9,26,20200630,32.03703703703704,13997.588235294117,65.18300653594771,35560.7385620915,0.8431372549019608,4.856209150326797,30.084967320261438,6427.169934640523
Emilia-Romagna,9,27,20200630,34.31385281385281,15720.551948051949,70.44155844155844,40301.41558441558,0.8636363636363636,4.928571428571429,31.636363636363637,6855.311688311688
Emilia-Romagna,9,28,20200630,36.623655913978496,17522.929032258067,75.8,45278.83225806452,0.8903225806451613,5.058064516129032,33.18064516129032,7284.8967741935485
Emilia-Romagna,9,29,20200630,38.9508547008547,19368.647435897437,81.18589743589743,50367.14743589744,0.9166666666666666,5.185897435897436,34.75,7733.608974358975
Emilia-Romagna,9,30,20200630,41.231422505307854,21195.367303609342,86.53503184713375,55449.14649681529,0.9426751592356688,5.312101910828026,36.21656050955414,8131.643312101911
Emilia-Romagna,10,5,20200630,1.2601010101010102,87.37626262626263,1.6287878787878791,125.02272727272728,0.20454545454545456,1.143939393939394,1.9469696969696968,135.96212121212122
Emilia-Romagna,10,6,20200630,1.8120300751879703,147.8170426065163,2.5112781954887216,230.55639097744358,0.2330827067669173,1.2556390977443608,2.6917293233082713,211.63909774436092
Emilia-Romagna,10,7,20200630,2.532338308457712,255.02487562189057,3.7164179104477615,429.55223880597015,0.2462686567164179,1.2761194029850746,3.6343283582089554,334.24626865671644
Emilia-Romagna,10,8,20200630,3.2740740740740732,372.7061728395062,5.014814814814816,663.7111111111111,0.2518518518518518,1.274074074074074,4.5555555555555545,453.13333333333327
Emilia-Romagna,10,9,20200630,4.051470588235294,508.2720588235295,6.463235294117648,958.8602941176473,0.25,1.2647058823529411,5.441176470588236,564.6911764705882
Emilia-Romagna,10,10,20200630,4.897810218978101,667.8905109489051,8.007299270072991,1298.7518248175184,0.26277372262773724,1.284671532846715,6.423357664233578,703.6350364963504
Emilia-Romagna,10,11,20200630,5.951690821256039,920.0821256038647,9.971014492753623,1853.4057971014493,0.2826086956521739,1.3405797101449275,7.6014492753623175,905.5
Emilia-Romagna,10,12,20200630,7.047961630695443,1204.0167865707433,12.107913669064748,2518.122302158273,0.30935251798561153,1.4460431654676258,8.726618705035971,1092.4820143884892
Emilia-Romagna,10,13,20200630,8.376190476190475,1631.6380952380955,14.764285714285714,3553.392857142857,0.35,1.6928571428571428,10.014285714285714,1339.8285714285714
Emilia-Romagna,10,14,20200630,9.829787234042556,2141.5650118203307,17.617021276595747,4761.446808510638,0.3971631205673759,2.028368794326241,11.47517730496454,1661.2198581560285
